,name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
28348,Northwest Africa 4102,34374,Valid,L6,169.0,Found,,,,
28349,Northwest Africa 4103,34375,Valid,L3,112.8,Found,,,,
28350,Northwest Africa 4104,34376,Valid,H4,60.0,Found,,,,
28351,Northwest Africa 4105,34377,Valid,L6,216.0,Found,2004.0,,,
28352,Northwest Africa 4106,34378,Valid,L5/6,54.5,Found,2004.0,,,
28353,Northwest Africa 4107,34379,Valid,L6,53.1,Found,,,,
28354,Northwest Africa 4108,34380,Valid,H4-6,31.7,Found,2004.0,,,
28355,Northwest Africa 4109,34381,Valid,L6,233.0,Found,,,,
28356,Northwest Africa 4110,34382,Valid,L6,309.0,Found,,,,
28357,Northwest Africa 4111,34383,Valid,H3,85.2,Found,2004.0,,,
28358,Northwest Africa 4112,34384,Valid,L6,45.0,Found,,,,
28359,Northwest Africa 4113,34385,Valid,L4,78.4,Found,,,,
28360,Northwest Africa 4116,34388,Valid,H5/6,90.6,Found,,,,
28361,Northwest Africa 4117,34389,Valid,H3/4,70.0,Found,,,,
28362,Northwest Africa 4118,34390,Valid,L6,34.7,Found,2004.0,,,
28363,Northwest Africa 4119,34391,Valid,H5,59.9,Found,2004.0,,,
28364,Northwest Africa 4120,34392,Valid,L6,15200.0,Found,,,,
28365,Northwest Africa 4121,34393,Valid,L6,750.0,Found,,,,
28366,Northwest Africa 4122,34394,Valid,H6,681.0,Found,2004.0,,,
28367,Northwest Africa 4123,34395,Valid,Eucrite-pmict,46.9,Found,2004.0,,,
28368,Northwest Africa 4124,34396,Valid,H6,81.8,Found,,,,
28369,Northwest Africa 4125,34397,Valid,L5/6,209.0,Found,,,,
28370,Northwest Africa 4126,34398,Valid,L6,112.3,Found,2004.0,,,
28371,Northwest Africa 4127,34399,Valid,L6,54.4,Found,,,,
28372,Northwest Africa 4128,34400,Valid,H6,27.0,Found,2004.0,,,
28373,Northwest Africa 4129,34401,Valid,H3,42.9,Found,,,,
28374,Northwest Africa 4130,34402,Valid,L4,254.0,Found,2004.0,,,
28375,Northwest Africa 4131,34403,Valid,L5/6,74.3,Found,2004.0,,,
28376,Northwest Africa 4132,34404,Valid,H4/5,106.1,Found,2004.0,,,
28377,Northwest Africa 4133,34405,Valid,LL6,100.0,Found,2004.0,,,
28378,Northwest Africa 4134,34406,Valid,L6,333.2,Found,2004.0,,,
28379,Northwest Africa 4135,34407,Valid,L6,91.1,Found,,,,
28380,Northwest Africa 4136,34408,Valid,L6,78.2,Found,,,,
28381,Northwest Africa 4137,34409,Valid,L6,121.1,Found,,,,
28382,Northwest Africa 4138,34410,Valid,Eucrite,55.5,Found,2004.0,,,
28383,Northwest Africa 4139,34411,Valid,H6,341.0,Found,,,,
28384,Northwest Africa 4140,34412,Valid,L6,139.1,Found,,,,
28385,Northwest Africa 4141,34413,Valid,L6,70.3,Found,,,,
28386,Northwest Africa 4142,34414,Valid,H4,63.0,Found,,,,
28387,Northwest Africa 4143,34415,Valid,L4,74.4,Found,,,,
28388,Northwest Africa 4145,34417,Valid,H4,122.3,Found,,,,
28389,Northwest Africa 4146,34418,Valid,L6,305.6,Found,,,,
28390,Northwest Africa 4147,34419,Valid,H3,38.6,Found,2004.0,,,
28391,Northwest Africa 4148,34420,Valid,L6,401.8,Found,2004.0,,,
28392,Northwest Africa 4149,34421,Valid,L3,400.0,Found,2004.0,,,
28393,Northwest Africa 4150,34422,Valid,H/L6-melt rock,436.4,Found,,,,
28394,Northwest Africa 4151,34423,Valid,H5,248.0,Found,2004.0,,,
28395,Northwest Africa 4152,34424,Valid,H/L6,91.7,Found,,,,
28396,Northwest Africa 4153,34425,Valid,H/L6,75.4,Found,,,,
28397,Northwest Africa 4154,34426,Valid,H/L6,132.5,Found,,,,
28398,Northwest Africa 4155,34427,Valid,H/L6,247.0,Found,,,,
28399,Northwest Africa 4156,34428,Valid,H/L6,165.0,Found,,,,
28400,Northwest Africa 4157,34429,Valid,L3,135.0,Found,,,,
28401,Northwest Africa 4158,34430,Valid,H5,77.7,Found,,,,
28402,Northwest Africa 4159,34431,Valid,L5,611.0,Found,2002.0,,,
28403,Northwest Africa 4160,34432,Valid,LL4,581.0,Found,2002.0,,,
28404,Northwest Africa 4161,34433,Valid,H6,575.0,Found,2002.0,,,
28405,Northwest Africa 4162,34434,Valid,L6,469.0,Found,2002.0,,,
28406,Northwest Africa 4163,34435,Valid,L4,461.5,Found,2002.0,,,
28407,Northwest Africa 4164,34436,Valid,L5,459.0,Found,2002.0,,,
28408,Northwest Africa 4165,34437,Valid,Ureilite,432.0,Found,2005.0,0.0,0.0,"(0.000000, 0.000000)"
28409,Northwest Africa 4166,34438,Valid,L5,397.0,Found,2002.0,,,
28410,Northwest Africa 4167,34439,Valid,L5,368.0,Found,2002.0,,,
28411,Northwest Africa 4168,34440,Valid,L4,367.5,Found,2002.0,,,
28412,Northwest Africa 4169,34441,Valid,H4,362.0,Found,2002.0,,,
28413,Northwest Africa 4170,34442,Valid,L4,349.0,Found,2002.0,,,
28414,Northwest Africa 4171,34443,Valid,L6,345.0,Found,2002.0,,,
28415,Northwest Africa 4172,34444,Valid,L5,327.0,Found,2002.0,,,
28416,Northwest Africa 4173,34445,Valid,H4,325.0,Found,2002.0,,,
28417,Northwest Africa 4174,34446,Valid,L4,284.5,Found,2002.0,,,
28418,Northwest Africa 4175,34447,Valid,L3.8,279.5,Found,2002.0,,,
28419,Northwest Africa 4176,34448,Valid,LL4,267.0,Found,2002.0,,,
28420,Northwest Africa 4177,34449,Valid,L4,245.0,Found,2002.0,,,
28421,Northwest Africa 4178,34450,Valid,H4,244.0,Found,2002.0,,,
28422,Northwest Africa 4179,34451,Valid,L5,242.5,Found,2002.0,,,
28423,Northwest Africa 4180,34452,Valid,L4-5,230.0,Found,2002.0,,,
28424,Northwest Africa 4181,34453,Valid,L4,224.0,Found,2002.0,,,
28425,Northwest Africa 4182,34454,Valid,L4,221.5,Found,2002.0,,,
28426,Northwest Africa 4183,34455,Valid,L4,177.5,Found,2002.0,,,
28427,Northwest Africa 4184,34456,Valid,L6,166.0,Found,2002.0,,,
28428,Northwest Africa 4185,34457,Valid,L4,159.0,Found,2002.0,,,
28429,Northwest Africa 4186,34458,Valid,H4,136.5,Found,2002.0,,,
28430,Northwest Africa 4187,34459,Valid,LL5,120.5,Found,2002.0,,,
28431,Northwest Africa 4188,34460,Valid,L3-4,120.0,Found,2002.0,,,
28432,Northwest Africa 4189,34461,Valid,L5,110.0,Found,2002.0,,,
28433,Northwest Africa 4190,34462,Valid,L5,105.5,Found,2002.0,,,
28434,Northwest Africa 4191,34463,Valid,L4,102.0,Found,2002.0,,,
28435,Northwest Africa 4192,34464,Valid,L5,96.0,Found,2002.0,,,
28436,Northwest Africa 4193,34465,Valid,L4,50.2,Found,2002.0,,,
28437,Northwest Africa 4195,34467,Valid,L3-6,270.0,Found,2005.0,,,
28438,Northwest Africa 4196,34468,Valid,H4,376.0,Found,2005.0,,,
28439,Northwest Africa 4198,34470,Valid,H6,259.0,Found,2005.0,,,
28440,Northwest Africa 4199,34471,Valid,L6,95.0,Found,2005.0,,,
28441,Northwest Africa 4200,34472,Valid,H6,1176.0,Found,2005.0,,,
28442,Northwest Africa 4201,34473,Valid,L3,95.0,Found,2005.0,,,
28443,Northwest Africa 4202,34474,Valid,LL3,84.0,Found,2005.0,,,
28444,Northwest Africa 4203,34475,Valid,H4/5,264.0,Found,2005.0,,,
28445,Northwest Africa 4204,34476,Valid,H6,335.0,Found,2005.0,,,
28446,Northwest Africa 4205,34477,Valid,H5/6,2137.0,Found,2004.0,,,
28447,Northwest Africa 4206,34478,Valid,L3-6,69.0,Found,2003.0,,,
28448,Northwest Africa 4207,34479,Valid,L3-6,592.0,Found,2003.0,,,
28449,Northwest Africa 4208,34480,Valid,L4/5,423.0,Found,2003.0,,,
28450,Northwest Africa 4209,34481,Valid,H5/6,10100.0,Found,2004.0,,,
28451,Northwest Africa 4210,34482,Valid,H5/6,2450.0,Found,2004.0,,,
28452,Northwest Africa 4211,34483,Valid,H3-6,3050.0,Found,2004.0,,,
28453,Northwest Africa 4212,34484,Valid,L4-6,2450.0,Found,2004.0,,,
28454,Northwest Africa 4213,34485,Valid,L6,130.0,Found,2005.0,,,
28455,Northwest Africa 4214,34486,Valid,H4/5,410.0,Found,2005.0,,,
28456,Northwest Africa 4215,34487,Valid,Diogenite,46.4,Found,2002.0,,,
28457,Northwest Africa 4216,34488,Valid,LL3,1990.0,Found,2005.0,0.0,0.0,"(0.000000, 0.000000)"
28458,Northwest Africa 4217,35340,Valid,"Iron, IAB-MG",1013.0,Found,2006.0,0.0,0.0,"(0.000000, 0.000000)"
28459,Northwest Africa 4218,35341,Valid,L-melt rock,5700.0,Found,2005.0,,,
28460,Northwest Africa 4219,35342,Valid,L6,2750.0,Found,2004.0,,,
28461,Northwest Africa 4220,35343,Valid,H4,18200.0,Found,2004.0,,,
28462,Northwest Africa 4222,35345,Valid,Martian (shergottite),16.5,Found,2006.0,,,
28463,Northwest Africa 4223,35346,Valid,Diogenite,329.0,Found,2005.0,,,
28464,Northwest Africa 4224,35347,Valid,Eucrite,10.8,Found,2005.0,,,
28465,Northwest Africa 4225,35348,Valid,Ureilite,1609.0,Found,2005.0,,,
28466,Northwest Africa 4428,45441,Valid,H4,301.4,Found,2006.0,0.0,0.0,"(0.000000, 0.000000)"
28467,Northwest Africa 4226,35349,Valid,H7,617.0,Found,2005.0,,,
28468,Northwest Africa 4227,35350,Valid,Eucrite,17.6,Found,2005.0,,,
28469,Northwest Africa 4228,35351,Valid,Ureilite,181.0,Found,2005.0,,,
28470,Northwest Africa 4229,35352,Valid,H7,439.0,Found,2005.0,,,
28471,Northwest Africa 4230,35353,Valid,Mesosiderite,134.0,Found,2005.0,,,
28472,Northwest Africa 4231,35354,Valid,Ureilite,269.0,Found,2005.0,,,
28474,Northwest Africa 4233,35356,Valid,"Iron, IAB complex",444.0,Found,2004.0,,,
28475,Northwest Africa 4234,35357,Valid,LL4,145.0,Found,2003.0,,,
28476,Northwest Africa 4235,35358,Valid,Mesosiderite,59.0,Found,2004.0,,,
28477,Northwest Africa 4236,35359,Valid,Acapulcoite,24.0,Found,2003.0,,,
28478,Northwest Africa 4237,35360,Valid,H6,138.0,Found,2003.0,,,
28479,Northwest Africa 4238,35361,Valid,L5,97.0,Found,2003.0,,,
28480,Northwest Africa 4239,35362,Valid,H3.7,55.0,Found,2003.0,,,
28481,Northwest Africa 4240,35363,Valid,Ureilite,45.0,Found,2003.0,,,
28482,Northwest Africa 4241,35364,Valid,CV3,15.0,Found,2004.0,,,
28483,Northwest Africa 4242,35365,Valid,L5,95.0,Found,2003.0,,,
28484,Northwest Africa 4243,35366,Valid,LL6,371.0,Found,2003.0,,,
28485,Northwest Africa 4244,35367,Valid,L6,178.0,Found,2003.0,,,
28486,Northwest Africa 4245,35368,Valid,CV3,21.0,Found,2004.0,,,
28487,Northwest Africa 4246,35369,Valid,Ureilite,3.5,Found,2003.0,,,
28488,Northwest Africa 4247,35370,Valid,L5/6,391.0,Found,2003.0,,,
28489,Northwest Africa 4248,35371,Valid,L6,596.0,Found,2003.0,,,
28490,Northwest Africa 4249,35372,Valid,L6,186.0,Found,2003.0,,,
28491,Northwest Africa 4250,35373,Valid,L5,316.0,Found,2003.0,,,
28492,Northwest Africa 4251,35374,Valid,H4,97.0,Found,2003.0,,,
28493,Northwest Africa 4252,35375,Valid,LL4-5,216.0,Found,2003.0,,,
28494,Northwest Africa 4253,35376,Valid,L5-6,2260.0,Found,2003.0,,,
28495,Northwest Africa 4254,35377,Valid,H5,227.0,Found,2003.0,,,
28497,Northwest Africa 4256,35379,Valid,L6,25.0,Found,2002.0,,,
28498,Northwest Africa 4257,35380,Valid,H3.9,43.0,Found,2002.0,,,
28499,Northwest Africa 4258,35381,Valid,H5,15.0,Found,2002.0,,,
28500,Northwest Africa 4259,35382,Valid,LL4-6,480.0,Found,2003.0,,,
28501,Northwest Africa 426,17718,Valid,L6,1260.0,Found,1999.0,,,
28502,Northwest Africa 4260,35383,Valid,L6,245.0,Found,2003.0,,,
28503,Northwest Africa 4261,35384,Valid,L4-6,201.0,Found,2003.0,,,
28504,Northwest Africa 4262,35385,Valid,L4-5,550.0,Found,2003.0,,,
28505,Northwest Africa 4263,35386,Valid,L3.9-6,200.0,Found,2003.0,,,
28506,Northwest Africa 4264,35387,Valid,H3.9,85.0,Found,2003.0,,,
28507,Northwest Africa 4265,35388,Valid,L6,62.0,Found,2003.0,,,
28508,Northwest Africa 4266,35389,Valid,L3.9,50.0,Found,2003.0,,,
28509,Northwest Africa 4267,35390,Valid,L5,40.0,Found,2003.0,,,
28510,Northwest Africa 4268,35391,Valid,L5,143.0,Found,2003.0,,,
28512,Northwest Africa 427,17719,Valid,L6,4120.0,Found,2001.0,,,
28513,Northwest Africa 4270,35393,Valid,L4,22.0,Found,2004.0,,,
28515,Northwest Africa 4272,35395,Valid,Diogenite,6768.0,Found,2003.0,,,
28516,Northwest Africa 4273,35396,Valid,H5,426.0,Found,2005.0,,,
28517,Northwest Africa 4274,35397,Valid,L4-5,132.0,Found,2005.0,,,
28518,Northwest Africa 4275,35398,Valid,H5,72.0,Found,2005.0,,,
28519,Northwest Africa 4276,35399,Valid,L6,592.0,Found,2005.0,,,
28520,Northwest Africa 4277,35400,Valid,H5,463.0,Found,2005.0,,,
28521,Northwest Africa 4278,35401,Valid,L6,270.0,Found,2005.0,,,
28522,Northwest Africa 4279,35402,Valid,L6,131.0,Found,2005.0,,,
28523,Northwest Africa 428,17720,Valid,L6,655.0,Found,2001.0,,,
28524,Northwest Africa 4282,35405,Valid,EL6,2000.0,Found,2006.0,,,
28525,Northwest Africa 4283,35406,Valid,Diogenite,254.0,Found,2005.0,,,
28526,Northwest Africa 4284,35407,Valid,Achondrite-ung,137.0,Found,2005.0,,,
28527,Northwest Africa 4285,35408,Valid,Diogenite,48.0,Found,2005.0,,,
28528,Northwest Africa 4286,35409,Valid,L-melt rock,71.0,Found,2005.0,,,
28529,Northwest Africa 4287,35410,Valid,Eucrite,30.0,Found,2005.0,,,
28530,Northwest Africa 4288,35411,Valid,R4,170.0,Found,2005.0,,,
28531,Northwest Africa 4289,35412,Valid,Howardite,14.5,Found,2005.0,,,
28532,Northwest Africa 429,17721,Valid,L6,911.0,Found,2001.0,,,
28533,Northwest Africa 4290,35413,Valid,LL3.10,1101.0,Found,2005.0,,,
28534,Northwest Africa 4291,45409,Valid,Eucrite,22.9,Found,2005.0,,,
28535,Northwest Africa 4292,44850,Valid,L6,12000.0,Found,2005.0,,,
28536,Northwest Africa 4293,44895,Valid,H6,25000.0,Found,2005.0,,,
28537,Northwest Africa 4294,44896,Valid,OC3,84.2,Found,2006.0,,,
28538,Northwest Africa 4296,45411,Valid,H4,735.0,Found,2006.0,,,
28539,Northwest Africa 4297,45412,Valid,H4,52.0,Found,2005.0,,,
28540,Northwest Africa 4298,44897,Valid,OC3,18.0,Found,2005.0,,,
28541,Northwest Africa 4299,45413,Valid,H4,127.0,Found,2006.0,,,
28542,Northwest Africa 430,17722,Valid,L6,323.0,Found,2001.0,,,
28543,Northwest Africa 4300,44898,Valid,H5,45200.0,Found,2006.0,,,
28544,Northwest Africa 4301,35416,Valid,Enst achon-ung,685.0,Found,2006.0,,,
28545,Northwest Africa 4302,44899,Valid,Diogenite,46.2,Found,2005.0,,,
28546,Northwest Africa 4303,44725,Valid,L6,1010.0,Found,2003.0,,,
28547,Northwest Africa 4304,44900,Valid,Ureilite-pmict,22.97,Found,2004.0,,,
28548,Northwest Africa 4305,44726,Valid,L5,157.7,Found,2004.0,,,
28549,Northwest Africa 4306,44727,Valid,H4,255.0,Found,2004.0,,,
28550,Northwest Africa 4307,44728,Valid,H4,309.0,Found,2004.0,,,
28551,Northwest Africa 4309,44729,Valid,L6,102.7,Found,2004.0,,,
28552,Northwest Africa 4310,44730,Valid,H5,101.7,Found,2004.0,,,
28553,Northwest Africa 4311,44731,Valid,L6,2128.0,Found,2004.0,,,
28554,Northwest Africa 4312,44901,Valid,H6,48.0,Found,2004.0,,,
28555,Northwest Africa 4313,44902,Valid,L6,118.0,Found,2004.0,,,
28556,Northwest Africa 4314,44732,Valid,L6,135.0,Found,2004.0,,,
28557,Northwest Africa 4315,44733,Valid,L6,141.0,Found,2004.0,,,
28558,Northwest Africa 4316,44734,Valid,L6,335.0,Found,2004.0,,,
28559,Northwest Africa 4317,44735,Valid,L6,516.0,Found,2004.0,,,
28560,Northwest Africa 4318,44736,Valid,L6,215.0,Found,2004.0,,,
28561,Northwest Africa 4319,44903,Valid,L6,68.0,Found,2004.0,,,
28562,Northwest Africa 4320,44904,Valid,H3,160.0,Found,2004.0,,,
28563,Northwest Africa 4321,44737,Valid,L6,280.0,Found,2004.0,,,
28564,Northwest Africa 4322,44738,Valid,L6,257.0,Found,2004.0,,,
28565,Northwest Africa 4323,44905,Valid,L4,70.0,Found,2004.0,,,
28566,Northwest Africa 4324,44739,Valid,L6,85.0,Found,2004.0,,,
28567,Northwest Africa 4325,44906,Valid,H5,180.0,Found,2004.0,,,
28568,Northwest Africa 4326,44740,Valid,L6,170.0,Found,2004.0,,,
28569,Northwest Africa 4327,44741,Valid,H6,160.0,Found,2004.0,,,
28570,Northwest Africa 4328,44907,Valid,L-imp melt,28.0,Found,2004.0,,,
28571,Northwest Africa 4329,44908,Valid,H3/4,26.0,Found,2004.0,,,
28572,Northwest Africa 4330,44742,Valid,H5,50.0,Found,2004.0,,,
28573,Northwest Africa 4331,44909,Valid,H3/4,21.0,Found,2004.0,,,
28574,Northwest Africa 4332,44743,Valid,H6,23.0,Found,2004.0,,,
28575,Northwest Africa 4333,44744,Valid,H6,90.0,Found,2004.0,,,
28576,Northwest Africa 4631,45574,Valid,L5/6,37.0,Found,2006.0,0.0,0.0,"(0.000000, 0.000000)"
28577,Northwest Africa 4334,44910,Valid,H/L3,83.0,Found,2004.0,,,
28578,Northwest Africa 4335,44745,Valid,H6,380.0,Found,2002.0,,,
28579,Northwest Africa 4336,44746,Valid,L6,890.0,Found,2002.0,,,
28580,Northwest Africa 4337,44911,Valid,L5,42.0,Found,2002.0,,,
28581,Northwest Africa 4338,44912,Valid,H5,53.0,Found,2002.0,,,
28582,Northwest Africa 4339,44913,Valid,L3,40.0,Found,2002.0,,,
28583,Northwest Africa 4340,44747,Valid,L6,35.0,Found,2002.0,,,
28584,Northwest Africa 4341,44748,Valid,H6,40.0,Found,2002.0,,,
28585,Northwest Africa 4342,44749,Valid,L5,122.0,Found,2002.0,,,
28586,Northwest Africa 4343,44914,Valid,H3,23.0,Found,2002.0,,,
28587,Northwest Africa 4344,44750,Valid,L5/6,4727.0,Found,2002.0,,,
28588,Northwest Africa 4345,44751,Valid,LL4,80.0,Found,2003.0,,,
28589,Northwest Africa 4346,44752,Valid,LL5,75.0,Found,2003.0,,,
28590,Northwest Africa 4347,44753,Valid,L5,75.0,Found,2001.0,,,
28591,Northwest Africa 4348,44754,Valid,L6,90.0,Found,2001.0,,,
28592,Northwest Africa 4349,44755,Valid,L6,45.0,Found,2001.0,,,
28593,Northwest Africa 4350,44756,Valid,L5,80.0,Found,2002.0,,,
28594,Northwest Africa 4351,44915,Valid,L-imp melt,4500.0,Found,2002.0,,,
28595,Northwest Africa 4352,44757,Valid,L4/5,5500.0,Found,2002.0,,,
28596,Northwest Africa 4353,44916,Valid,L5/6,230.0,Found,2003.0,,,
28597,Northwest Africa 4354,44917,Valid,L6-melt breccia,1891.0,Found,2004.0,,,
28598,Northwest Africa 4355,44758,Valid,L6,962.0,Found,2004.0,,,
28599,Northwest Africa 4356,44759,Valid,L3,198.2,Found,2005.0,,,
28600,Northwest Africa 4357,44918,Valid,H/L3,264.7,Found,2005.0,,,
28601,Northwest Africa 4358,44760,Valid,H5,40.1,Found,2005.0,,,
28602,Northwest Africa 4359,44761,Valid,L5,64.1,Found,2005.0,,,
28603,Northwest Africa 4360,44919,Valid,R3.6,308.5,Found,2005.0,,,
28604,Northwest Africa 4361,44762,Valid,H3,254.5,Found,2005.0,,,
28605,Northwest Africa 4362,44920,Valid,CK5/6,60.1,Found,2005.0,,,
28606,Northwest Africa 4363,44921,Valid,H4/5,244.4,Found,2005.0,,,
28607,Northwest Africa 4364,44922,Valid,L4/5,232.8,Found,2005.0,,,
28608,Northwest Africa 4365,44923,Valid,L4/5,474.3,Found,2005.0,,,
28609,Northwest Africa 4366,44924,Valid,H6,274.1,Found,2005.0,,,
28610,Northwest Africa 4367,44925,Valid,H4/5,51.5,Found,2005.0,,,
28611,Northwest Africa 4368,44763,Valid,H5,388.7,Found,2005.0,,,
28612,Northwest Africa 4369,44764,Valid,H6,372.6,Found,2005.0,,,
28613,Northwest Africa 4370,44765,Valid,H5,306.3,Found,2005.0,,,
28614,Northwest Africa 4371,44926,Valid,H4,339.7,Found,2005.0,,,
28615,Northwest Africa 4372,44927,Valid,CK4,64.8,Found,2005.0,,,
28616,Northwest Africa 4373,44928,Valid,H4/5,56.8,Found,2005.0,,,
28617,Northwest Africa 4374,44929,Valid,H5,33.1,Found,2005.0,,,
28618,Northwest Africa 4375,44930,Valid,Winonaite,12.2,Found,2005.0,,,
28619,Northwest Africa 4376,44766,Valid,L6,437.3,Found,2005.0,,,
28620,Northwest Africa 4377,44931,Valid,L/LL5,49.2,Found,2005.0,,,
28621,Northwest Africa 4378,44932,Valid,LL5/6,42.1,Found,2005.0,,,
28622,Northwest Africa 4379,44933,Valid,CV3,494.4,Found,2005.0,,,
28623,Northwest Africa 4380,44934,Valid,Diogenite,211.2,Found,2006.0,,,
28624,Northwest Africa 4381,44767,Valid,L5,157.0,Found,2004.0,,,
28625,Northwest Africa 4382,44768,Valid,H6,577.0,Found,2004.0,,,
28626,Northwest Africa 4383,44769,Valid,LL6,649.0,Found,2004.0,,,
28627,Northwest Africa 4384,44770,Valid,L5,132.0,Found,2004.0,,,
28628,Northwest Africa 4385,44771,Valid,H5,637.0,Found,2004.0,,,
28629,Northwest Africa 4386,44772,Valid,H5/6,626.0,Found,2004.0,,,
28630,Northwest Africa 4387,44773,Valid,L6,245.0,Found,2004.0,,,
28631,Northwest Africa 4388,44774,Valid,H6,642.0,Found,2004.0,,,
28632,Northwest Africa 4389,44935,Valid,Ureilite,55.0,Found,2005.0,,,
28633,Northwest Africa 4390,44775,Valid,L4,1170.0,Found,2005.0,,,
28634,Northwest Africa 4391,44936,Valid,Eucrite-pmict,54.8,Found,2005.0,,,
28635,Northwest Africa 4392,44937,Valid,R4,490.0,Found,2005.0,,,
28636,Northwest Africa 4393,44776,Valid,H5/6,28.0,Found,2005.0,,,
28637,Northwest Africa 4394,44777,Valid,L3,701.0,Found,2004.0,,,
28638,Northwest Africa 4395,45415,Valid,Diogenite,240.0,Found,2004.0,,,
28639,Northwest Africa 4396,44938,Valid,Eucrite-pmict,680.0,Found,2006.0,,,
28640,Northwest Africa 4397,44939,Valid,Eucrite-pmict,34.0,Found,2006.0,,,
28641,Northwest Africa 4398,44940,Valid,Eucrite-mmict,228.0,Found,2005.0,,,
28642,Northwest Africa 4399,44941,Valid,Acapulcoite,210.0,Found,2005.0,,,
28643,Northwest Africa 4409,45425,Valid,H5,1107.0,Found,2006.0,,,
28644,Northwest Africa 4411,45427,Valid,H6,212.0,Found,2006.0,,,
28645,Northwest Africa 4412,45428,Valid,L3.8,877.0,Found,2006.0,,,
28646,Northwest Africa 4413,45429,Valid,L6,151.0,Found,2006.0,,,
28647,Northwest Africa 4415,45431,Valid,EL6,10.0,Found,2006.0,,,
28648,Northwest Africa 4416,45432,Valid,EL6,259.1,Found,2006.0,,,
28649,Northwest Africa 4417,45433,Valid,H6,90.1,Found,2006.0,0.0,0.0,"(0.000000, 0.000000)"
28650,Northwest Africa 4418,45434,Valid,Mesosiderite,103.8,Found,2006.0,,,
28651,Northwest Africa 4419,45435,Valid,R4,103.1,Found,2006.0,,,
28654,Northwest Africa 4423,45439,Valid,CK3,91.94,Found,2006.0,,,
28656,Northwest Africa 4425,45440,Valid,CK3,579.0,Found,2006.0,,,
28657,Northwest Africa 4426,44943,Valid,H5,757.0,Found,2006.0,,,
28658,Northwest Africa 4427,44944,Valid,H5,157.96,Found,2006.0,,,
28659,Northwest Africa 4429,45398,Valid,L4,412.0,Found,2005.0,,,
28660,Northwest Africa 4430,45442,Valid,L3.8,1444.0,Found,2005.0,,,
28661,Northwest Africa 4431,45399,Valid,L5,450.0,Found,2005.0,,,
28662,Northwest Africa 4432,45400,Valid,L4,1440.0,Found,2005.0,,,
28663,Northwest Africa 4433,45401,Valid,LL5,160.0,Found,2005.0,,,
28664,Northwest Africa 4434,45402,Valid,LL4,1000.0,Found,2005.0,,,
28665,Northwest Africa 4435,45443,Valid,CV3,42.6,Found,2006.0,,,
28666,Northwest Africa 4436,45403,Valid,L4,1726.0,Found,2006.0,,,
28667,Northwest Africa 4437,45404,Valid,LL4,935.0,Found,2005.0,,,
28668,Northwest Africa 4439,45445,Valid,CO3.3,484.0,Found,2005.0,,,
28669,Northwest Africa 4440,45405,Valid,H4,403.0,Found,2005.0,,,
28670,Northwest Africa 4441,45446,Valid,CO3.2,124.0,Found,2005.0,,,
28671,Northwest Africa 4442,45447,Valid,CV3,1528.0,Found,2005.0,,,
28672,Northwest Africa 4443,45406,Valid,H4,118.0,Found,2005.0,,,
28673,Northwest Africa 4444,45448,Valid,L3.2,145.0,Found,2005.0,,,
28674,Northwest Africa 4445,45449,Valid,L3.8,1316.0,Found,2005.0,,,
28675,Northwest Africa 4446,45450,Valid,CV3,4386.0,Found,2005.0,,,
28676,Northwest Africa 4448,45452,Valid,Lodranite,36.3,Found,2006.0,0.0,0.0,"(0.000000, 0.000000)"
28677,Northwest Africa 4459,45463,Valid,L3,60.07,Found,2006.0,,,
28678,Northwest Africa 4460,45464,Valid,L3,1584.0,Found,2006.0,,,
28679,Northwest Africa 4461,44778,Valid,L6,111.1,Found,2005.0,,,
28680,Northwest Africa 4462,44779,Valid,L6,206.16,Found,2006.0,,,
28681,Northwest Africa 4463,44780,Valid,H6,152.0,Found,2005.0,,,
28682,Northwest Africa 4466,44781,Valid,CV3,71.25,Found,2006.0,,,
28683,Northwest Africa 4468,44782,Valid,Martian (shergottite),675.0,Found,2006.0,,,
28684,Northwest Africa 4469,45468,Valid,Ureilite,1823.0,Found,2006.0,,,
28685,Northwest Africa 4470,44945,Valid,Eucrite-an,631.0,Found,2006.0,,,
28686,Northwest Africa 4632,45575,Valid,L5,6500.0,Found,2006.0,0.0,0.0,"(0.000000, 0.000000)"
28687,Northwest Africa 4471,45469,Valid,Ureilite,881.0,Found,2006.0,,,
28688,Northwest Africa 4472,44783,Valid,Lunar,64.3,Found,2006.0,,,
28689,Northwest Africa 4473,44946,Valid,Diogenite,7020.0,Found,2006.0,,,
28690,Northwest Africa 4474,45470,Valid,Ureilite,2374.0,Found,2006.0,,,
28691,Northwest Africa 4475,44947,Valid,L5,9990.0,Found,2005.0,,,
28692,Northwest Africa 4476,44784,Valid,CV3,533.0,Found,2005.0,,,
28693,Northwest Africa 4477,44785,Valid,L3-7,122.25,Found,2006.0,,,
28694,Northwest Africa 4478,44948,Valid,Lodranite,444.0,Found,2006.0,,,
28695,Northwest Africa 4479,44949,Valid,H6,552.0,Found,2004.0,,,
28696,Northwest Africa 4480,44950,Valid,Martian (shergottite),13.0,Found,2006.0,,,
28697,Northwest Africa 4481,45471,Valid,Ureilite,112.0,Found,2006.0,,,
28698,Northwest Africa 4482,44951,Valid,"Pallasite, PMG",5812.0,Found,2006.0,,,
28699,Northwest Africa 4483,45472,Valid,Lunar,208.0,Found,2006.0,,,
